,calle,barrio,municipio,tipo_vivienda,titulo,habitaciones,metros_cuadrados,aseos,planta,descripcion,etiquetas,garaje,precio
67,Piso en calle Menendez i Pelayo,Centro Ciudad,Manises,Piso,"Piso en calle Menendez i Pelayo, Centro Ciudad, Manises",3,95,,Planta 1ª exterior con ascensor,"Vivienda de VPO, es necesario darse de alta como demandante de vivienda de Protección Oficial.
PISOS del LEVANTE dispone en exclusiva de este piso reformado en Manises a 1 minuto de la parada del Metro.
Los 95 m2 construidos se distribuyen en:
- Salón amplio con balcón exterior.
- 2 habitaciones amplias interiores co",[],No,165000
68,Casa o chalet independiente en major,Centro Ciudad,Manises,Chalet,"Casa o chalet independiente en major, Centro Ciudad, Manises",3,259,,,"Se vende casa independiente en manises en 2 plantas en zona casco antiguo. 258 mts.
distribución actual:
planta baja. 4 habitaciones. 2 aseos. patio interior. cocina de origen.
planta alta diáfana con salida a una terraza de 20 mts aprox.
casa totalmente para reformar. cercano a metro, colegios, ayuntamiento etc.
Consu",[],No,250000
69,Piso en calle Montroy,Alameda Park,Manises,Piso,"Piso en calle Montroy, Alameda Park, Manises",3,101,2.0,,"Ponemos a su disposición éste inmueble de venta situado en manises en zona alameda park. entresuelo. 100 mts. muy buen estado. consta de 3 habitaciones. 2 baños completo con bañera y plato de ducha, uno de ellos en suite. cocina independiente con galería. amplio salón comedor. suelo de mármol, paredes lisas y ventanas",[],Sí,179000
70,Dúplex en avenida Dos de Maig,Dúplex en avenida Dos de Maig,Aldaia,,"Dúplex en avenida Dos de Maig, Aldaia",3,164,,Planta 5ª exterior con ascensor,"INMOBILIARIA LA AVENIDA TE TRAE ESTA HERMOSA PROPIEDAD
¡IMPRESIONANTE ÁTICO DÚPLEX TOTALMENTE REFORMADO EN ALDAIA, CON DOS AMPLIAS TERRAZAS Y UBICACIÓN PRIVILEGIADA! 
Te presentamos este espectacular ático dúplex de 164 metros cuadrados, ubicado en una finca moderna de 2008, totalmente reformado con materiales y dis",[],Sí,330000
71,Casa o chalet independiente en El Alborgí,Casa o chalet independiente en El Alborgí,Paterna,Chalet,"Casa o chalet independiente en El Alborgí, Paterna",126,126,,,"Disponemos de esta casa solar situada en el centro de paterna ideal para construir.
Con sus 126m2 se pueden edificar bajo, dos alturas y ático.
Con orientación sur la vivienda será súper luminosa. Ademas su ubicación es privilegiada ya que tiene al lado, tanto la calle principal de paterna con todos su comercios com",[],No,189000
72,Piso en Centro Ciudad,Piso en Centro Ciudad,Manises,Piso,"Piso en Centro Ciudad, Manises",4,113,,Planta 1ª exterior con ascensor,"¡Descubre este espectacular piso situado en pleno centro de Manises, en la prestigiosa zona del Ayuntamiento, junto a la Ciudad de Ocio y Deporte! Con una superficie de 113 m², esta propiedad destaca por su amplitud, luminosidad y ubicación estratégica, siendo ideal tanto para quienes buscan un hogar funcional como par",[],No,155000
73,Casa o chalet independiente,en Aldaia,Manises,Chalet,Casa o chalet independiente en Aldaia,4,218,,,"Os presentamos esta oportunidad en ALDAIA, una casa de pueblo a pie de calle con mucho encanto.
Techos altos, espacios al aire libre, terraza y mucho más.
Está en una zona muy buena, donde te rodea supermercados, estación de tren, centro de salud y todo lo que necesitas en tú día a día.
Se trata de una vivienda comp",[],Sí,179000
74,Piso en Sector Moli de Animeta,s/n,Quart de Poblet,Piso,"Piso en Sector Moli de Animeta, Manzana 4, s/n, Quart de Poblet",3,113,,Planta 1ª exterior con ascensor,"Residencial compuesto de 103 viviendas, con Piscina y solárium.
Ubicada en la Manzana 4 de Sector Molí de Animeta, el cual cuenta con: Parque Huerta de más de 70.000m2; Parque Lineal con diferentes zonas de juegos infantiles para 2 y 5 años, patinaje, canasta de baloncesto, Mesas de Ping Pong, Calestenia y 2 pistas de",[],Sí,234000
75,Piso en calle Cánovas del Castillo,Centro Ciudad,Manises,Piso,"Piso en calle Cánovas del Castillo, Centro Ciudad, Manises",4,102,2.0,Planta 1ª con ascensor,"Piso de segunda mano en venta situado en Manises (Valencia). Cuenta con una superficie de 102 m² distribuidos en 4 dormitorios, 2 baños, salón comedor, cocina, patio y balcón. En sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte priv",[],No,134700
76,Dúplex en calle Riu Vinalopo,Dúplex en calle Riu Vinalopo,Aldaia,,"Dúplex en calle Riu Vinalopo, Aldaia",3,190,2.0,Planta 4ª exterior con ascensor,"INMOBILIARIA CARMEN GUERRERO TE OFRECE
ATICO Dúplex CON VISTAS
Panorámica en venta en calle Riu Vinalopo
Aldaia valencia
220.000 €
190 m²
3 hab.
Planta 4ª exterior con ascensor
Garaje INCLUIDO
zona muy proxima al C. C. Bon Aire, con 3 dormitorios, 2 baños completos, armarios empotrados, cocina totalmente reforma",[],No,220000
77,Chalet en Riba-Roja,de Túria,Manises,Chalet,Chalet en Riba-Roja de Túria,5,202,,,"Chalet moderno de cinco habitaciones y tres baños, ubicado en la urbanización Lliri-Groc, con piscina comunitaria, pista de pádel, gimnasio y club social, cerca de Riba Roja del Turia, Valencia.
La vivienda está en tres plantas. En la planta baja, hay un salón grande, una cocina, un baño con ducha y un dormitorio. En",[],No,340000
78,Chalet adosado en plaza Corazón de Jesús,Centro Ciudad,Manises,Chalet,"Chalet adosado en plaza Corazón de Jesús, Centro Ciudad, Manises",5,264,,,"Se colabora con todas las inmobliarias. PLANO de distribución de Planta baja, primera y terraza pisable disponibles.
Harto del ruido diario de las calles, harto del tráfico? Quieres paz y tranquilidad, como antiguamente, como cuando crecías de niño en el pueblo de tus abuelos, con tu pandilla de amiguitos. Ahora te toc",[],No,379000
79,Piso en calle de Federico García Lorca,Centro Ciudad,Paterna,Piso,"Piso en calle de Federico García Lorca, Centro Ciudad, Paterna",3,54,1.0,,"Piso con una superficie de 54 m² en venta, de 3 dormitorios situado en la localidad de Paterna, provincia de Valencia. La vivienda dispone de una superficie de 54 m² y está distribuido en salón-comedor, cocina independiente, 3 dormitorios, 1 baño y terraza. La vivienda está bien comunicada, con paradas de autobús a poc",[],No,59900
80,Chalet en Riba-Roja,de Túria,Manises,Chalet,Chalet en Riba-Roja de Túria,7,154,,,"SITUADO EN SUELO RÚSTICO. Amplio chalet de siete dormitorios y tres baños con piscina y cocina de verano, situado a sólo 10 minutos en coche de Ribarroja del Turia.
Esta propiedad se encuentra en dos niveles. En la planta baja, hay una sala de estar de buen tamaño, una cocina totalmente equipada un cuarto de baño con",[],No,280000
81,Piso en Sector Moli de Animeta,s/n,Quart de Poblet,Piso,"Piso en Sector Moli de Animeta, Manzana 4, s/n, Quart de Poblet",3,122,,Planta 6ª exterior con ascensor,"Residencial compuesto de 103 viviendas, con Piscina y solárium.
Ubicada en la Manzana 4 de Sector Molí de Animeta, el cual cuenta con: Parque Huerta de más de 70.000m2; Parque Lineal con diferentes zonas de juegos infantiles para 2 y 5 años, patinaje, canasta de baloncesto, Mesas de Ping Pong, Calestenia y 2 pistas de",[],Sí,253000
82,Chalet,en Aldaia,Manises,Chalet,Chalet en Aldaia,6,572,,,"Deslumbrante chalet de seis habitaciones y tres baños ubicado en Aldaia, Valencia.
Esta propiedad es unica en su tipo, esta dividida en cuatro niveles y un aparcamiento subterraneo, apenas entras a travez del recibidor te consigues la cocina grande luminosa y espaciosa, un baño enorme de cortesia sin ducha, pensado co",[],No,790000
83,Dúplex en calle Domenyo,Alameda Park,Manises,,"Dúplex en calle Domenyo, s/n, Alameda Park, Manises",3,130,,Planta 1ª exterior sin ascensor,"Este lindo inmueble de 129 m² te ofrece un estilo de vida exclusivo en una ubicación privilegiada. Distribuido en tres habitaciones, dos baños y salones amplios y luminosos, . La habitación principal cuenta con un baño equipado, asegurando privacidad y comodidad. Disfruta de grandes ventanales que inundan de luz natura",[],Sí,310000
84,Casa o chalet independiente en calle Virgen Olivar,Casa o chalet independiente en calle Virgen Olivar,Riba-Roja de Túria,Chalet,"Casa o chalet independiente en calle Virgen Olivar, Riba-Roja de Túria",1,374,,,Este hostal restaurante de 262 metros cuadrados es una gran oportunidad. Con dos plantas ya construidas diáfanas para reformar a gusto del comprador y la posibilidad de añadir dos plantas más. Tienes mucho espacio para trabajar y personalizar según tus necesidades. La buena ubicación y el fácil acceso a la autovía son,[],No,200000
85,Casa o chalet independiente en avenida de les Corts Valencianes,Centro Ciudad,Paterna,Chalet,"Casa o chalet independiente en avenida de les Corts Valencianes, Centro Ciudad, Paterna",1,193,,,"****EXPERCASA PATERNA****Dispone de una CASA DE PUEBLO para reformar en la zona de CAMPAMENTO.
El inmueble consta de 193m2 construidos a cota cero.
Al entrar nos encontramos con un amplio distribuidor que da acceso a dos habitaciones; una primera habitación individual exterior y una segunda doble con baño en suite.
C",[],No,189000
86,Piso en calle Nou d'Octubre,Santa Rita,Paterna,Piso,"Piso en calle Nou d'Octubre, Santa Rita, Paterna",3,89,,,"Excelente piso de tres dormitorios, un baño y patio. Se encuentra en la planta baja de un edificio residencial de cuatro plantas sobre rasante. Sin ascensor. Situado en el municipio de Paterna. La vivienda se distribuye en tres dormitorios con armarios empotrados, amplio salón-comedor, cocina independiente, un cuarto d",[],No,80000
87,Casa o chalet independiente en plaza Num 18,La Presa - Collado - La Malla,Manises,Chalet,"Casa o chalet independiente en plaza Num 18, 39, La Presa - Collado - La Malla, Manises",1,150,1.0,,"Se vende casa de campo independiente, rodeada de naranjos con 10 hanegadas de terreno. Piscina 3 habitaciones, 1 baño, cocina comedor, barbacoa, gran extensión de césped, solárium.",[],No,180000
88,Casa o chalet independiente en La Cañada,Casa o chalet independiente en La Cañada,Paterna,Casa,"Casa o chalet independiente en La Cañada, Paterna",3,94,,,"Grupo Hemios les ofrece una autentica oportunidad de compra en una de las mejores urbanizaciones de la población de Paterna, la cañada (EL PLANTIO).  
Se trata de una vivienda con una superficie construida de 94m², sobre una superficie de parcela de 437m², repletos de distintos tipos de vegetación en perfectas condicio",[],No,300000
89,Chalet,en Aldaia,Manises,Chalet,Chalet en Aldaia,1,418,,,"Espectacular CASA de pueblo con una ubicada PRIVILEGIADA: en plena C/ Iglesia, una de las principales calles del Aldaia, por donde pasan procesiones, desfiles y fiestas locales. Rodeada de todos los servicios necesarios: colegio, instituto, transporte público (tren y autobús), zonas verdes, parques infantiles, supermer",[],No,230000
90,Piso en Centro Ciudad,Piso en Centro Ciudad,Paterna,Piso,"Piso en Centro Ciudad, Paterna",1,92,,,"PROXIMA PROMOCION DE VIVIENDAS EN LA ELIANA DESDE 152. 750 EUROS, Se venden áticos y apartamentos y bajos viviendas en la Eliana, centro calle Mayor nº 10,
estudios apartamentos y dúplex de una 1, 2 y 3 habitaciones ¡NUEVA PROMOCIÓN EN LA ELIANA! CENTRO DEL CASCO URBANO Promoción de obra nueva en Calle, Mayor y Marque",[],No,152750
91,Piso,en Aldaia,Manises,Piso,Piso en Aldaia,1,176,,,"+++ EXPERCASA ALDAIA dispone en VENTA un bajo vivienda REFORMADO CASI EN SU TOTALIDAD de 300m2 de Aldaia, Valencia.
Se trata de un local comercial de *300 metros cuadrados.
Dicho local se encuentra en proceso de reforma para convertirlo en vivienda.
El espacio se distribuye en dos áreas principales: una terraza de 10",[],Sí,190000
92,Piso en calle de Catarroja,Poligono del Aeropuerto,Manises,Piso,"Piso en calle de Catarroja, Poligono del Aeropuerto, Manises",1,85,,Planta 1ª exterior con ascensor,"Loft-Oficina sin cédula de Gabi que se puede empadronar en el ayuntamiento de Manises
en planta 1ª con ascensor situada en el Polígono Industrial Aeropuerto del Municipio de Manises, Valencia. Cuenta con una superficie de 85 m² construidos, de los cuales 70 m2 son diáfanos + balcón terraza de 15 m2 construidos con zo",[],Sí,124000
93,Piso en Virgen Del Loreto,3,Quart de Poblet,Piso,"Piso en Virgen Del Loreto, 3, Quart de Poblet",3,190,,Planta 1ª exterior sin ascensor,"VIVIENDA EN PLANTA BAJA JUNTO CON PRIMER PISO SIN ASCENSOR
SE VENDEN LOS DOS INMUEBLES JUNTOS-PRIMER PISO OCUPADO ILEGALMENTE EN LA ACTUALIDAD
Posibilidad de comunicarlos por el interior con escalera y hacer acceso independiente desde la calle. De este modo quedaría una casa de dos plantas con una superficie construid",[],No,65000
94,Casa o chalet independiente en La Cañada,Casa o chalet independiente en La Cañada,Paterna,Chalet,"Casa o chalet independiente en La Cañada, Paterna",4,160,,,"Nova Cañada Inmobiliaria le presenta esta oportunidad de chalet para actualizar a su gusto. En el centro de El Plantío, dispone de una parcela de 600 m2, con una gran piscina, terraza cubierta, entrada de vehículos, paellero, lavadero, aseo, trastero, jardín, y una vivienda de 75 m2 en una sola planta.
La casa está di",[],Sí,315000
95,Chalet adosado en plaza Dos de Mayo,El Mercado,Manises,Chalet,"Chalet adosado en plaza Dos de Mayo, 5, El Mercado, Manises",4,220,,,"**¡Oportunidad única en el corazón de Manises! **
Presentamos esta encantadora casa de pueblo adosada, situada en pleno centro de Manises. Con 199 m² construidos y una parcela de 154 m², esta propiedad ofrece un sinfín de posibilidades para aquellos que buscan un hogar con carácter y potencial. La vivienda cuenta con",[],No,200000
96,Piso en calle del Camí de Godella,El Alborgí,Paterna,Piso,"Piso en calle del Camí de Godella, 31, El Alborgí, Paterna",3,103,,Planta 1ª exterior sin ascensor,"Excelente piso en primera planta en zona residencial de Paterna, con muy buena comunicación. La vivienda se encuentra entre el centro médico, Parque de Alborgí y la escuela profesional La Salle. Según se accede, cuenta con una escalera que nos lleva al recibidor y salón. A su derecha, salita de estar que se puede utili",[],No,175000
97,Piso en camino del Coscollar,Piso en camino del Coscollar,Aldaia,Piso,"Piso en camino del Coscollar, Aldaia",3,111,,Planta 3ª exterior con ascensor,"Vivienda ideal inversores ¡
Se vende con inquilinos, al corriente de pago y con rentabilidad del 5% anual ¡
La vivienda esta en una de las mejores zonas de aldaya, cerca de colegios, bares, restaurantes, supermercados. La vivienda cuenta con ascensor, tiene 3hab ( 2 dobles y 1 sencilla), tiene 111m2, es muy amplia y",[],No,130000
98,Casa o chalet independiente en calle 321,La Cañada,Paterna,Chalet,"Casa o chalet independiente en calle 321, La Cañada, Paterna",4,160,,,"¡Bienvenidos a este bonito chalet en urbanización consolidada de La Cañada Paterna!
Construido sobre una parcela de 515 m² con jardín y piscina.
El chalet tiene una superficie construida de 160 m2 distribuidos en 2 plantas
En planta baja dispone de una amplia terraza junto a la piscina, terraza cubierta para disfru",[],Sí,379000
99,Ático,en Aldaia,Manises,,Ático en Aldaia,3,105,,Planta 4ª exterior sin ascensor,"*** SENYERA INMOBILIARIA *** pone en exclusiva a la venta hermoso ÁTICO con reforma a estrenar en Aldaia.
Una obra maestra de inversión contemporánea en Aldaia, Valencia
Descubra una joya poco común en el corazón de Aldaia, Valencia: un santuario moderno que combina a la perfección la comodidad urbana con el confort",[],No,249000
100,Casa o chalet independiente en calle 362,La Cañada,Paterna,Chalet,"Casa o chalet independiente en calle 362, La Cañada, Paterna",7,310,,,"Мы говорим по-русски/ Розмовляємо українською мовою
¡Bienvenidos a un hogar de ensueño en La Vallesa, La Cañada!
Desde ANDREU KOVTUN, presentamos esta majestuosa villa independiente de 310 m² construidos, reformada recientemente con acabados de lujo y un gusto exquisito.
La vivienda principal se distribuye en una","['Lujo', 'Villa']",Sí,1600000
